project_id,contributor_count
75905214,30
10609482,30
15932509,13
27370391,30
46738405,30
26217030,4
19735466,30
72291238,16
1710214,30
115025285,13
52669377,7
22234984,30
15061657,30
159322,30
8118403,13
130384409,4
76219264,30
13474468,20
9715845,17
11403676,30
104748387,30
6257967,28
64696092,30
20506930,12
98559474,30
10779612,30
24535217,30
45584953,30
117310973,22
5126948,30
9254233,30
44194967,30
77925877,30
70154057,30
31967713,30
52362764,30
92765534,30
87819638,3
20869787,25
110886518,14
28150982,30
78473594,30
4505299,30
67666985,30
69309884,30
3910864,19
60418710,15
15530047,30
10016499,8
8459142,0
11667667,18
25282611,22
84681100,30
48646304,30
26154785,30
55792448,30
35259532,30
4280487,30
119722731,30
9997017,30
28904919,30
87534594,30
59164477,30
28488432,30
28774507,30
18896053,30
26697,30
132800397,4
17298978,30
32104962,30
33170,30
817372,30
72647197,30
26884249,6
13436,30
30703382,5
12575068,7
101615260,0
17329677,30
42787101,30
10571510,30
11501635,30
9630652,30
19396131,12
30169075,30
34861,30
80003,30
67015372,30
11097044,30
97963098,12
29999911,4
69678908,30
89643,30
28802240,30
27474962,12
125526112,13
1872423,30
8277304,30
46146178,30
6148131,23
128913656,0
21527141,30
41600533,30
12548070,30
82978407,30
22089058,19
32429176,30
30023023,30
98152839,2
6046015,30
12875172,28
3308461,12
49356067,30
43904313,30
33507971,30
55234481,7
102169003,15
20016782,26
537036,30
35617368,30
17327140,30
97360192,30
27418523,5
30812129,30
65612044,9
15833275,6
30409737,30
89913793,24
52616919,19
34809034,30
100308150,4
102191479,18
7239494,30
12384531,13
94386604,30
24318941,30
14888199,17
115070564,25
7267762,8
5116674,30
110339720,30
129593426,15
26183400,30
6218854,30
4093614,30
71278623,30
11002964,30
2159964,30
1025278,30
54771276,30
2311881,30
123827828,30
7260309,30
15843563,10
80605521,30
18156305,30
52665809,30
46133422,13
55226334,8
115573373,2
71662859,2
7537545,30
2876889,22
34500206,13
77100900,2
135514680,1
109751702,30
21442356,30
21420256,30
120798359,1
18793221,30
12559527,30
110500758,30
398533,14
83397270,5
339706,20
43700507,28
24187291,30
2652725,30
14292770,30
3361740,30
39054353,30
5416754,30
14449758,30
18478,30
226771,30
57330968,30
115761069,24
1459566,30
3426666,30
9740384,17
3466125,9
4743988,30
60992233,30
53536648,4
50528723,30
22094076,30
24156024,30
66562679,30
27323,30
72915991,30
17117255,10
31086274,28
19868,30
291884,26
32547843,30
122327053,18
30893081,8
10866795,30
106949072,0
97027465,30
31544499,17
27531944,30
36310406,27
53458806,30
22130730,30
653969,12
10034164,30
68701581,30
88250395,30
17335417,25
34911809,8
16112016,30
22045611,30
1905758,30
105039355,30
11151622,30
40103800,30
3676758,30
69505681,21
44839466,30
11428873,30
24236489,13
9847218,16
122988029,10
11375151,28
26983422,30
28925719,13
135507154,13
26473784,4
24358697,25
4070289,30
26283865,17
113868726,6
69320958,30
27400308,19
45904696,30
109027191,18
46875606,18
20949545,30
136236050,5
9628645,30
56767,30
104136625,19
28047987,30
123430571,24
41192,30
4873,30
21728191,30
72897867,30
31108212,30
28584132,30
38712566,24
10483614,30
133130439,4
24201782,30
10554390,30
29829807,30
53082510,30
102146994,30
5424298,30
107623082,30
43204637,3
38763332,15
26345888,0
49556782,2
14183741,19
8286278,30
2982606,30
36021877,7
40898129,23
86208909,9
8071356,30
13519023,30
7652002,30
9807,30
29146763,30
14990008,0
3757693,0
84885648,30
101505055,22
11637006,30
6375648,30
8972385,30
104808,30
44336639,29
20210067,11
38156249,30
14892919,30
20930939,30
11604618,30
89809394,30
56511313,30
8592995,30
5570661,30
110725433,29
111767376,2
76062721,24
70120544,30
118857465,11
26892870,30
80180614,30
24253504,10
24539231,2
120651176,14
9002111,30
64836,30
125016945,2
506636,30
4952337,30
39502874,10
29697695,30
36226348,30
38351,30
89954185,17
93220002,30
2345527,18
17438200,30
79677962,30
99109103,30
6760178,30
5781713,10
90267332,4
9697825,30
115452486,5
12830105,29
3955552,30
14848245,28
106730700,30
76594791,30
19111,30
25550546,30
2981995,30
9378377,30
144833,30
128332502,30
1953978,30
16477707,30
9818867,30
13770884,30
131368838,30
22092982,30
4036099,30
75468235,30
22043279,30
17853764,30
752120,30
120590292,30
204887,30
7930332,30
137158856,4
105765545,30
22920,30
22101807,20
24976537,16
285273,30
57846284,17
90212676,10
109864226,19
1711636,30
93085959,24
6758315,26
97249026,3
46826936,30
4957133,30
11808128,30
3719,30
89152585,30
2710591,30
95016093,3
104747907,30
22044640,30
10777706,30
71712122,30
29092972,30
30838963,30
135609912,5
10447369,19
65645765,24
63743428,30
94946104,30
29180269,11
9407604,30
3128575,1
116683728,30
35930865,0
81795033,30
7362032,8
10451259,30
50157064,1
116022013,14
29086583,30
13377157,30
15545,30
21410262,21
22077158,30
91839350,13
78617636,30
12378256,12
61117212,30
5176747,30
5591413,10
37154102,15
56704019,13
45935,30
128829345,6
30605567,27
132869435,4
22084102,30
39174335,30
80777192,30
111740,30
7756,30
19828208,30
22094150,30
72082421,15
11838572,30
185,30
21976446,30
27409660,30
129489330,3
28940626,30
7537,30
65561545,30
124683613,11
8017409,12
59672160,30
119464936,4
16160044,30
105612902,29
41062338,30
278526,17
38563,30
87635632,14
19002562,30
75368828,30
32385452,16
19246,30
75029040,9
1447085,30
20396274,30
8005856,11
29059963,6
28857557,30
32798947,30
55045,30
10524106,30
110468196,30
6768821,12
3746639,30
112248865,30
10182709,27
18353988,30
31668163,16
9670345,30
31009518,0
16640826,8
114515460,2
108991629,30
112656172,6
51971992,0
37730785,30
98290849,30
33892359,30
26718621,2
44403642,30
53392080,30
3006,30
42120010,0
53050433,1
33899711,30
132600373,30
29277043,23
24565823,30
14287718,30
13413311,25
103145198,30
30172302,30
93647330,15
135507670,4
6613757,30
30765688,30
27440162,30
2241190,30
53173163,30
31129424,25
45907148,30
116468039,30
3451316,30
7750781,17
33861500,30
33927889,23
35276000,30
2857858,3
108750624,26
36648714,19
25646236,30
71740890,30
103492149,0
30863088,30
5336390,30
24945733,30
12617063,30
21551313,30
107085417,30
137099443,3
101068742,27
30382737,28
9553701,30
7292,16
28939537,5
17147212,30
29107030,30
5258791,30
52706484,30
117500883,2
127695422,30
22066609,16
12382792,7
64612188,30
41270783,15
61997644,30
2193819,16
70384961,14
65891,30
115666652,30
33196701,30
6085958,30
61511,30
67896297,7
13469063,16
49672595,30
460129,30
110378444,30
51061642,15
112898152,30
7149279,30
75162220,8
4756165,21
54849479,4
55291137,30
49796576,30
37683019,19
30444630,30
67349319,16
98092530,30
3841069,23
3918893,11
50062509,27
95985763,5
123248886,4
18732314,30
86302327,7
56115981,14
5490165,30
21288210,30
13056777,30
22133135,30
18642591,30
67186294,22
20842462,30
11448915,14
87534387,30
337902,30
56023552,11
10436032,0
29983549,30
316139,30
102363282,30
15841,30
10083,30
60268316,30
4952360,30
28330441,6
26728,30
45750754,18
54213106,29
15379,30
59372181,30
118485151,6
18404488,3
24120987,30
13107593,30
61663439,21
59056847,30
42689808,30
11835797,29
47458719,30
33185770,23
83154115,16
32860623,17
5062234,30
3879861,30
93871651,18
119383481,30
168861,30
8538802,30
19782390,30
18916910,30
16792234,0
95555721,30
47782026,30
95344112,30
66437751,12
3782076,30
69810,30
81468,30
55347,2
76012181,30
30266435,30
5517025,30
120413994,30
102159203,30
43128782,22
137077959,5
87806910,30
638872,30
27396528,30
58693050,18
56992903,30
31172116,20
9919279,17
41825718,9
117019987,24
114154426,5
65714237,30
52421663,2
31232349,30
25313933,30
10465270,17
7751311,30
21939902,30
106188213,0
58982944,28
100291183,23
104898664,0
51972842,0
96574723,30
196853,11
25512,30
87186278,13
5541827,30
8877789,22
123924976,30
104289988,30
89032757,5
95677981,1
79380734,20
18343968,30
34558716,30
87973839,24
132366924,30
32597605,16
122782668,20
50428221,30
8718478,30
55475439,14
34317114,14
90560615,0
3758090,30
81543482,13
21025549,30
31087008,30
37961358,30
13564378,23
30731477,30
63772619,17
88290795,9
126440966,10
41205300,30
25425322,30
87837361,3
23469835,30
61634903,30
37419927,30
21485272,30
78658256,3
29659035,30
20210072,13
14463203,1
16477419,30
73240654,30
31167461,30
47980408,30
23680443,3
10307,30
8996027,30
2922081,30
56937674,8
95479838,11
91990903,4
62845607,30
33945653,30
92340299,14
95760972,30
85236532,18
6313743,30
41027180,0
183692,30
5478,17
29246242,5
22535743,30
79222103,28
36502213,30
125204426,30
50791461,30
6708,30
14876443,30
18015930,30
30963653,15
27992683,30
5164250,28
78302763,30
118868259,24
15253136,30
37292894,30
85743820,21
31067206,30
39021,30
4832413,30
45696853,30
20212400,30
90379497,30
107732940,30
24967782,1
114399164,9
15461460,15
96169809,24
46382147,30
3027094,20
2595910,2
31111670,30
46250140,30
21719601,30
31738,30
74392100,25
109160972,30
28142044,15
98603771,9
29140931,13
22049090,17
16091752,30
35770,30
6823854,6
8056707,30
9212,30
7393618,30
134910209,3
132115251,11
34952729,30
50835762,29
948188,30
169222,30
26135232,30
53362028,2
80258337,18
56583385,14
38900224,28
135171254,5
44660592,30
61148375,30
76311586,30
16074108,30
11600728,30
135004605,2
37192572,30
44045059,14
45442395,30
5563995,30
17562555,30
30026437,30
19394305,30
25883471,1
31060536,11
29096222,16
25656209,10
20665580,17
6489,30
4399108,30
80653,30
130855701,2
54141675,22
77112,3
77221129,13
96226036,30
12269,30
131648633,4
5064429,30
45775864,30
85247530,30
869661,30
131467340,22
5566510,13
114128622,17
26065518,4
99053,30
31236145,30
17707380,30
127501761,14
109737517,6
55905816,30
107830330,0
99770646,30
38077613,30
34539221,30
3111988,30
27394708,30
50146520,30
45929918,30
10980653,15
10755424,30
95170733,30
41454540,20
11179234,30
13667083,28
15629979,24
38334643,30
42639030,30
4475554,30
8552677,30
27228394,20
55572916,29
67498104,30
14536251,30
22079608,17
12941757,30
95486124,17
51480408,14
9365581,30
73053935,7
11711794,30
35615608,4
24138568,15
17257358,18
14669,30
42812,30
35090953,30
879234,30
20286101,30
13609407,30
13465629,30
48140,30
125885900,30
22071728,30
104814763,30
2689004,15
27854959,0
12115035,30
64878762,6
18475307,30
83578491,30
19590833,30
14601912,24
32680488,22
101036281,30
76900044,30
102017022,30
79167828,3
2705,30
16850552,15
52342795,3
61451574,30
100382143,5
30574396,16
55317,30
112444847,22
15756299,30
29748453,29
78575589,12
120641179,30
11329041,7
78336554,30
29135803,3
75660005,30
34181288,30
28691022,30
12007715,9
16227767,30
4386034,30
60275986,30
116265359,10
30491,30
28130541,30
1881412,10
64703301,30
2256426,30
98798297,27
31238505,30
24928224,22
27830470,30
121013005,6
41971,30
95204961,30
24136388,30
77586959,30
20071833,20
49395973,23
22206580,30
95272171,22
43338782,30
113319226,21
27349491,30
2311994,30
134227628,6
49223285,30
5735577,30
7662259,30
12358942,27
37192712,30
88659493,30
27667551,30
29797375,25
90398206,25
104823100,30
8444963,7
84711989,7
28555488,8
12725286,26
67498126,30
9509304,30
65028488,15
114741206,3
31784742,0
94740676,30
25003672,30
94003895,29
4985299,21
20602943,8
36741355,15
35027419,24
4314480,30
67290431,30
4077703,22
12849746,30
68614214,30
79936279,30
22646437,30
39911999,30
6394922,30
81889444,1
7295,30
29073150,15
6939120,26
32094579,30
92046666,30
99978780,8
42584845,30
3831180,17
75881743,30
4847929,30
3213039,24
243655,30
13761454,30
30386172,3
34313279,30
24557602,30
53147738,30
2854421,30
82965893,16
11419469,26
111238336,0
20050878,30
62203554,30
117334060,17
168323,28
131429747,30
78984936,18
80346717,18
5328944,30
51934798,30
16409081,30
67335049,9
55997618,0
105000000,18
7192222,14
2745238,30
29698220,21
114333275,0
94297955,5
132807625,4
46454804,30
41789340,27
19133316,26
63741126,9
27537977,9
45718692,30
2355834,30
9516288,30
20603426,2
3462351,14
62292647,10
26441739,30
34895720,25
90652,30
104981034,20
95542217,30
9281863,20
15959342,30
96148517,30
74165627,30
74617218,30
50727808,30
2303402,0
3143000,30
31972262,30
129054961,2
94745252,30
16934168,6
21231,30
17423795,30
24423,30
112753956,30
1999035,30
5047605,30
11135437,30
28760673,5
40316160,30
39813572,30
18716,30
127767235,4
12379848,27
25051900,30
14886742,30
9360190,24
34946872,11
5167,17
135535286,3
8679997,17
24535871,30
53484861,30
75597545,30
56043594,11
81957147,22
56843652,0
6506213,30
14932800,10
39185246,30
72916462,30
14047405,23
68936620,30
20077243,11
5074778,7
107042718,30
7162669,30
3028071,29
24925142,6
21676543,30
122190010,3
29021703,27
23436677,30
1344953,30
343571,30
129985802,4
22088109,25
111238649,30
83502421,6
109491166,17
868438,30
31065136,15
120537144,15
82205071,30
56352693,9
49373579,17
4658793,30
111490438,30
72967544,4
117932345,6
2849890,23
22083233,30
59578798,30
857656,30
35660529,30
33038445,30
67815158,12
125190401,4
4066160,30
82910136,30
99860614,30
21746656,30
63106,30
13027659,30
111313523,30
13127263,30
100174391,23
8793117,29
70315140,30
31095152,16
10543965,30
19795940,30
12962304,30
54005385,23
27489431,30
23427952,30
70494114,7
19967690,30
96830201,30
111703739,0
13474026,30
16185193,30
44199713,0
10100483,0
129788431,5
89302928,30
74409305,30
95799067,30
153944,30
53805726,9
30853412,9
1865091,8
89626975,30
88693514,30
11373495,12
110261425,30
206096,30
125908708,4
110321304,8
56356700,8
194056,21
3489433,20
60338832,3
29770854,11
10552177,11
24127003,15
15741350,30
19393675,9
70183255,25
12936568,30
119485205,2
111866254,11
13398741,19
14292450,10
120763331,7
69783608,12
112768169,6
4036049,30
1036,30
115006936,30
56886433,2
123951202,30
118568264,30
79334590,19
2805413,30
12468348,21
59813263,30
3736688,11
76826,30
18622941,30
131781591,30
53393562,30
92449082,1
17099760,30
128690176,1
61501787,30
61299033,30
35675339,30
89311283,8
22066558,30
46934566,4
47739355,30
66629225,30
29245442,21
33232495,26
7666012,30
7431468,30
15674162,30
46889664,27
49479841,30
16415728,25
10353893,17
84178139,6
25927912,5
125649089,5
52792999,11
96904228,5
13668138,30
56361710,7
17845263,30
31214385,4
40939175,12
46689791,30
10390176,8
18006157,30
115862698,12
130240043,6
3958387,30
12861298,30
109066386,0
134391966,0
4567271,11
30605058,26
18043197,17
25604721,7
19801837,30
86543744,30
31982954,30
1815692,5
62688,30
7407912,8
6150912,26
42073110,15
21450415,30
86842654,30
6147620,30
42271614,3
10519541,30
66463879,30
54064007,30
33627906,21
125177615,30
95538449,3
1652608,30
114935618,30
104814889,30
289168,30
9698920,14
56514099,30
26642482,30
11691650,28
7283038,5
105838766,0
20330726,30
40736380,30
77896619,0
25179803,16
107425119,30
119896757,25
114139437,18
116164525,12
41065004,3
101017914,7
71363,30
17562471,30
92320720,24
19287084,30
60415098,30
114115842,1
50702129,30
57794185,30
52608452,15
63773625,24
13738766,30
5877288,30
13709358,23
84910643,30
22631,23
55323733,16
29744020,28
29266651,6
6261719,4
80955,10
424503,30
111158176,30
437539,30
3747571,30
128341203,1
209373,30
119769060,30
45805974,30
12959709,24
136257868,4
119895,9
33405135,30
23721930,30
309505,30
24614958,13
45865831,30
7224976,30
18337,30
22194311,30
67876268,30
67767919,14
55641788,30
49127,30
60129148,14
72252788,30
30965,24
63668099,16
5817344,30
16484537,27
2632149,30
37211554,30
80236010,30
93791327,30
79816504,29
107493730,30
136664928,3
20102171,30
40060294,30
13074870,30
222536,30
12219102,30
58692267,2
13378383,30
50155947,13
493369,30
35415943,30
24960934,30
34301255,30
134048890,4
8952646,25
164084,30
32232119,30
18527316,22
41217,30
91800563,23
28590096,30
27857573,30
20802704,30
112180739,7
5037710,30
6021628,23
4641030,30
60229501,30
137019125,4
66569476,30
3996765,30
4100576,30
4002014,30
135149643,30
52598286,15
21695840,30
72102633,30
129662675,5
12768381,30
71077042,0
69425837,30
11799657,30
116669154,1
34276164,30
79122893,26
36450777,30
50145057,30
31614488,17
82949681,4
87967001,8
117402058,24
5049584,30
22058321,30
134593753,0
46992086,2
26288785,30
53996720,23
81012628,27
10767872,30
2310497,30
22498328,13
357077,30
3052226,2
17130394,30
56563402,3
57661339,14
36992159,30
4293,30
69223876,30
8330411,30
5065988,30
113220930,2
21610849,30
33115458,30
51877388,30
13467413,30
389892,30
32327575,0
3477976,27
33566414,12
81522776,30
58699644,23
20594053,30
38848522,22
38409,30
65002867,30
22100965,12
75793409,13
163875,30
42331099,30
52630663,18
13366159,0
21646898,30
24223416,3
31205312,30
113434352,2
10856942,0
31340711,30
34413095,30
89530656,30
1358563,27
29279629,6
60313809,12
19471463,30
67450,30
86758526,25
9499770,26
82790640,30
122483024,4
75473474,30
67761163,30
5079830,0
10104856,30
19693512,30
45759062,13
9441209,30
1901643,30
11434774,22
14690355,28
12451428,30
123745,30
129049424,7
27395426,30
52666036,30
56512827,30
81655268,30
60443365,3
67058149,23
36544019,30
66678,30
1769481,30
8568,30
43396923,30
49909812,2
73321473,3
128343070,30
107757504,13
40839985,30
30127278,30
31451603,8
115941466,8
67781379,18
39151795,30
4341333,30
9082816,23
69550653,30
109471007,26
31478591,7
2760463,30
68508,30
74117768,9
11508372,30
5118473,30
62595108,4
29695474,10
52143905,30
78921800,11
17870,26
3482,30
15673667,30
122572591,3
21742967,30
93086206,30
28627113,30
91479080,30
20938413,16
34187776,15
34626387,30
129404839,5
203821,30
130172457,1
74324605,5
76806999,30
116115,30
21921633,30
83138702,0
13424405,12
20919810,21
2255746,30
19855598,30
12600482,30
56761796,2
473,30
42584950,30
13153910,30
45367072,30
57905031,30
8114631,30
100005907,30
84880275,30
128778550,2
417661,26
47749578,2
24554915,30
80083529,30
30793746,30
131970927,3
26141539,30
2485363,13
47690202,30
63657555,11
7464483,30
128841969,5
12579794,30
69812596,0
7567680,30
2827776,10
22703063,8
88703311,20
67653964,30
70910559,30
79576660,30
70599789,18
133489860,2
57578789,7
63616697,30
1565,30
100921534,30
55040574,30
7803,30
26037862,8
33344080,30
34741,30
19833991,30
108106979,30
114515263,0
2974390,13
48395068,28
271488,30
99562397,6
25946922,8
81716484,30
21201454,30
28872819,30
77219898,30
97365275,30
27526468,30
48626300,30
109763984,12
901722,25
4820106,30
42567475,19
127695225,0
168,30
77000399,30
88083658,8
27416753,12
70170254,29
33189060,15
23496757,30
23386,30
14561005,30
11543454,30
12688851,14
127931031,11
7464017,30
3482915,30
43257897,30
81769367,30
93175016,29
27039272,24
22086464,30
96707688,16
55564117,30
16882553,30
28119939,11
78765435,30
119389526,30
48803847,30
121000492,3
97994773,30
13758832,30
18259496,23
19370204,18
117949331,30
89589199,30
70910590,24
102208988,7
10882211,30
69208936,27
10146,30
60405060,30
13545078,30
120185866,1
58590055,14
35397863,16
2832429,30
11494393,30
135388498,4
65104622,30
119507459,12
88529444,7
125223695,30
24383735,0
11290952,30
116303674,2
34868,30
14999882,30
81374622,30
52636811,30
11216582,30
130536001,7
1452180,17
13750233,21
65084841,15
121802904,5
104812884,30
288366,30
27094369,2
1989571,30
15960332,26
5479075,13
29910041,30
120848516,13
8071582,30
88520488,30
55220367,30
25091455,15
116605866,25
72159483,11
44446269,18
12046845,30
16818645,30
87110291,2
22034338,30
85108148,3
46480285,3
16794647,30
74422083,0
79029681,15
3979376,8
130136036,30
37240579,30
31444099,30
14649,30
71914767,30
9369941,30
2975252,30
103829468,11
83583185,30
27532721,27
14271188,30
22188306,30
18552050,30
10977401,30
130539830,0
125360003,30
63955977,30
31210814,14
10425739,30
6074063,30
34181933,30
81971074,15
3988913,10
26162616,30
123128085,3
2472535,30
65284621,30
12295530,16
50709488,30
55910924,30
49726455,25
30543329,30
90150757,1
29271649,30
108987836,24
117616513,30
8020064,21
25844140,30
33360072,30
1404300,18
77417443,25
101631977,8
16963372,18
119819167,1
9045017,30
15632404,21
111406350,18
56671101,18
33886258,30
3111449,30
66473609,30
36943,30
8267972,30
15497747,30
20641248,26
9687820,26
75415685,20
8931278,30
43605780,30
44920734,30
81520376,29
4323305,17
57077536,28
22132128,30
730516,30
7933,30
12805239,0
7368241,30
137043004,5
115089195,3
93251816,20
95904118,7
81336883,30
91466738,9
80829781,6
22669404,10
133154979,3
87938197,22
5372672,30
29104728,30
94243767,30
8622231,27
87644739,13
41354495,3
15653705,30
31933,7
66176534,30
13341105,9
24139115,30
52812009,30
83796978,30
71869439,6
32310,30
34997220,0
111119418,30
16993542,12
89475020,7
46636119,30
53233553,25
111000786,19
81546532,30
24178166,3
61777511,30
105496053,30
94170628,12
219601,30
12745301,30
18232883,30
4788,30
95833218,12
13456851,30
22088092,26
1226045,30
4107583,30
92363340,19
82212071,0
31557588,12
17064203,1
8410365,27
89557156,18
30180797,4
58401871,30
35419,14
17302759,30
80986884,15
69591329,0
43401948,29
3595258,30
124729325,4
4173288,30
122977099,30
4695527,30
93883624,30
23047384,14
6839527,30
113793829,5
93212085,30
19490689,26
79134169,19
43167180,8
47747656,3
4655226,30
71359267,30
16386279,27
117429096,9
28171933,30
5118576,30
75225576,6
128515787,24
3969,30
134125555,30
103063995,30
37274393,30
59592466,25
81325,30
62890823,30
43886945,3
358199,30
50845720,3
125681552,0
21855974,30
75045451,24
25897601,30
33616224,30
132809917,25
3449236,0
130803044,10
131947440,0
18004957,30
81715081,30
46168,30
8558313,8
37607091,14
79094930,11
113484085,30
120005919,0
10979738,30
106936788,30
47463068,30
16657118,19
1971294,30
75381086,2
92319785,0
53234827,30
22092161,11
20742783,7
19672825,17
69518803,30
120839590,14
44504370,30
4757857,30
35311,30
12112997,30
15644036,30
91207690,20
37576389,9
124804362,7
37844489,30
11244276,30
1397723,30
49914833,14
30492566,30
23019,30
153472,30
78331042,10
60370026,29
130123749,10
32499,30
68147176,19
86750318,30
67725709,2
64968526,30
74411204,30
74525387,30
111007404,29
76474769,30
11151892,19
7169424,30
16199844,30
34263553,26
30352973,29
29233969,23
209393,30
89725724,17
22554354,30
36594157,30
2794780,9
21074678,8
60511765,9
93296334,30
45421334,30
124584387,7
120327832,30
62612072,30
6107813,30
96083867,15
74079130,26
3946444,30
121105258,30
117541931,14
85689494,30
90959710,6
69796385,30
8285704,30
72793317,30
30128070,30
26266613,30
55591840,12
1827869,30
124892508,6
9442637,10
22229544,30
106766306,6
67807438,30
100291338,24
13460722,23
56668309,30
101210542,17
124100091,19
90790088,24
57304807,11
17609755,18
111994150,30
11190653,14
85102777,24
2842536,5
12247814,7
22107512,30
30899681,29
123568,30
20876978,30
112144170,21
125439412,2
126769392,2
24141450,30
334935,30
22051783,18
124719401,30
69191403,0
125278149,13
80358387,21
96321562,15
25282565,18
7973738,13
14302593,17
6927975,30
113722969,19
1380156,30
55275456,30
2747637,30
20172153,30
31241220,30
19674468,30
104256042,30
89972486,30
24970472,29
46837179,30
5981071,30
92,7
12355857,5
22055427,23
121943540,16
7720465,30
17509465,11
100156242,21
84082257,30
15430399,30
20876405,30
40982456,29
17324541,30
30778135,30
1856752,30
27694128,30
71669,30
12492679,30
52306094,20
65706982,30
76893870,14
218970,30
39893612,30
5235141,30
7090134,30
34990905,28
50356181,13
46449270,30
29651000,11
14807443,30
18635920,30
39239993,30
18211895,30
112670691,0
107035123,30
131619395,7
123039307,29
2705575,30
45705169,30
124100704,1
90145757,18
29845885,11
65244247,3
28463486,30
31969212,23
21736426,30
66231501,30
74320500,30
85989270,27
88553,5
127788611,4
115868706,11
78995101,3
110374054,11
52581,30
6917017,12
51322777,20
127883190,7
108163390,15
28568,30
80926591,22
14368802,30
9260050,30
122469668,14
107149540,29
65718508,4
102745593,7
38641576,9
36345603,30
96538514,2
37763024,30
72192406,30
3912921,14
8325196,30
10974784,21
30005657,14
42459438,5
16183278,30
22167602,18
86526135,21
83460809,30
30611925,10
2470321,30
14860939,30
2994769,30
70505802,4
129509948,30
84374639,30
132088024,4
10260494,30
106664,30
21210141,30
7037465,30
117634608,30
7738528,30
3403301,30
19179619,30
62012538,22
8071233,19
1416550,27
58385775,30
27684993,30
87859894,12
22047864,8
11837566,30
37577181,6
34498415,30
73433866,8
31033253,8
103524104,7
59209334,20
125230318,26
40609151,20
32277947,30
49630105,15
34565253,18
3479786,10
3320098,13
10243246,12
53044005,9
31238209,4
4245579,30
137071130,5
45779830,0
1843,30
33506723,25
89576877,8
35406,30
109842404,20
28154837,30
56136,30
63744020,22
11464058,30
119802971,2
50798610,15
81822128,0
37545913,1
76391866,18
94696967,30
75069411,25
13946892,30
96764420,30
59499287,30
3406633,4
93201006,0
35873907,30
47485986,30
62209979,30
4266021,30
83528992,30
87985461,30
100100050,30
64530111,30
11546997,7
12224397,23
125812841,1
5548530,30
4835098,30
2487,30
50805086,30
10519953,28
15172922,7
11389434,30
18038841,30
73874796,4
137074834,0
1150291,28
123925850,1
29811683,30
24931012,30
108160912,7
35105606,30
6676267,30
22537,30
29034375,30
20210074,11
8656309,30
86364205,12
22246494,30
62870452,15
68714652,30
119247371,5
913688,30
13919102,22
74504360,30
285472,26
33159158,30
16639,30
47656370,17
15497,30
2903,30
47633680,0
13532,30
136260388,4
67258,20
131430744,1
70789979,30
20312780,30
3878080,4
487911,30
281348,30
102286782,23
51322936,30
107442823,7
55666146,2
18615419,30
6408603,30
29805282,30
32926404,23
70469744,12
23152150,10
19658391,30
101069175,11
5495407,30
6278277,30
50693888,0
105260712,30
16112669,30
17021753,30
116121728,0
59915204,18
11398805,30
136587,30
135521462,4
24157708,30
63935655,30
27412288,25
136664697,4
18434277,20
116466999,5
16727251,30
22751622,10
72195676,30
13436542,30
1925995,10
20078122,30
102199385,30
16556970,27
76880430,18
125192698,30
79822663,10
49403569,30
117096001,30
91691344,12
71772092,30
14293577,12
40291,30
19220006,19
111794104,30
23393600,30
34114773,30
45977,30
106125804,3
16306144,30
115767841,8
76099179,30
128684598,6
88532393,2
6744920,20
16011,30
52464483,30
9693671,30
56717166,30
12318290,10
61465684,30
60678560,30
10373,30
119484810,5
14878728,15
87365908,30
3083,30
100468014,30
21366471,12
4671526,30
105531517,24
7835869,15
82190307,7
150042,10
68793210,30
76208752,7
14060599,10
93193065,10
75997352,30
21618227,5
19905054,25
36688625,30
5865160,14
100003055,30
11807345,21
17396607,5
59343322,30
100815865,30
676956,22
95238001,30
22214017,30
70649408,30
2810795,30
2455838,8
112087872,30
11392989,10
26187866,17
9697196,30
16000389,12
41237908,18
93779366,15
16196662,30
14074037,30
26273880,30
47815349,16
12887161,30
83510891,25
11855509,30
13510243,16
2366109,30
27892737,14
64379812,30
6071067,12
7189000,30
2947152,6
13429968,30
37304690,23
107383829,14
35007668,30
3929652,16
9642624,30
18438214,30
97013829,30
98053192,9
4646,30
99743551,2
75263016,30
42795412,2
51266880,30
100915029,30
30282389,30
6940587,30
58723941,30
24205506,30
27595687,30
80621,24
93555499,30
1025269,30
19182566,21
131995328,2
103370536,30
25365624,30
62821200,30
35160185,30
33026479,10
16439731,21
96101065,0
113943516,28
6292427,30
8251301,19
29339295,5
85388363,17
44564351,14
58596,30
20214965,30
20424215,9
125463563,30
145740,11
30761457,27
13544650,4
20853,30
16584510,27
33649807,16
10592403,15
13958608,30
46365068,30
26217038,4
115760257,13
11868155,30
607234,30
63640354,30
137049734,4
115337934,9
16295576,15
25489099,5
80135014,2
7795826,30
9236653,30
15439429,12
11916765,30
10215,30
53788807,0
131934608,0
50758634,30
110785989,13
8885398,30
48271276,30
28021,30
18345454,30
124390640,1
9079147,30
105180531,30
116494283,9
66812544,30
204762,20
47697087,10
29029035,30
42284823,30
55815978,14
15235623,30
56614466,30
13669169,10
123782860,4
123192614,17
10314538,30
34315901,30
60746419,10
24232306,30
1306873,30
93040307,30
90932422,30
2156,30
5667007,4
30074303,30
70985661,30
123423495,30
3094909,30
125909792,19
118981572,30
93208142,0
29293206,23
76101424,16
83781486,30
6474355,30
136232753,3
49314659,15
83527286,30
17649286,30
15376931,30
116387965,8
2160,30
52650856,9
135101654,2
107971986,8
109366909,2
83064571,12
132539215,2
13626937,30
2449624,30
